iter	RMSE
616	0.1476921864
617	0.147620385
618	0.1474733035
619	0.1474277198
620	0.147385271
621	0.1473352846
622	0.1472659923
623	0.1471850684
624	0.1471124736
625	0.1470542713
626	0.1469513618
627	0.1468459035
628	0.1467963961
629	0.1467562477
630	0.1466534964
631	0.1466019469
632	0.1465450854
633	0.1464505502
634	0.1464251634
635	0.146398724
636	0.1463253133
637	0.146217937
638	0.146170102
639	0.1460854557
640	0.146003254
641	0.1457881168
642	0.1456236316
643	0.1455879063
644	0.1455800573
645	0.1454957694
646	0.1453439743
647	0.145304968
648	0.1451629557
649	0.1450230481
650	0.144823732
651	0.1447153033
652	0.1446351513
653	0.1445816406
654	0.1445406795
655	0.1444667367
656	0.1443886806
657	0.144306311
658	0.1442584535
659	0.1441801626
660	0.1440660484
661	0.1439901334
662	0.1439184157
663	0.1437674566
664	0.1435630057
665	0.1434301108
666	0.1432384628
667	0.1431828863
668	0.143081926
669	0.1430401073
670	0.1429981708
671	0.1429320382
672	0.1428159226
673	0.1427854379
674	0.1427382644
675	0.1426953557
676	0.1426341633
677	0.1425652943
678	0.1425017959
679	0.1424065265
680	0.1422388621
681	0.142166263
682	0.1421194355
683	0.1418810028
684	0.1417788113
685	0.1417666967
686	0.1417501278
687	0.1416626976
688	0.1416077147
689	0.141547511
690	0.1415053908
691	0.1413008896
692	0.141190328
693	0.1411231838
694	0.1410512092
695	0.1410107008
696	0.1409654063
697	0.1408497931
698	0.1407618847
699	0.1407247775
700	0.1407185458
701	0.1406047279
702	0.1405161729
703	0.1403833389
704	0.1403509002
705	0.1402954947
706	0.140286239
707	0.1401576187
708	0.1400775952
709	0.1400401302
710	0.1399372148
711	0.1398678644
712	0.1398141982
713	0.1397372973
714	0.1396408239
715	0.139560977
716	0.1394717524
717	0.1393665545
718	0.1392585901
719	0.139201296
720	0.1391101309
721	0.1389622695
722	0.1389349278
723	0.138834141
724	0.1387431201
725	0.1385970123
726	0.1385188483
727	0.1384197996
728	0.138277838
729	0.138213316
730	0.1380504225
731	0.1379794333
732	0.1379408485
733	0.1379008259
734	0.1377855438
735	0.1377438854
736	0.1376863336
737	0.1376020011
738	0.1374748621
739	0.1374340747
740	0.1373840112
741	0.1373717065
742	0.13728459
743	0.1372013459
744	0.137163201
745	0.1371471331
746	0.1370818311
747	0.1370009493
748	0.1368396105
749	0.1367623212
750	0.136662515
751	0.1365743309
752	0.1365446358
753	0.1364980715
754	0.1364587699
755	0.1363681093
756	0.1362874761
757	0.1362620938
758	0.1362479584
759	0.136160115
760	0.1360963352
761	0.1360220628
762	0.1359512999
763	0.1358234611
764	0.1357687759
765	0.1356493399
766	0.1356315068
767	0.1355384633
768	0.1354997185
769	0.1353819017
770	0.1352990808
771	0.1352486242
772	0.1351770949
773	0.1351168083
774	0.1350629951
775	0.1350371972
776	0.1350354293
777	0.1349990872
778	0.1349099499
779	0.1347850287
780	0.134687444
781	0.1346417421
782	0.1345143305
783	0.1344695031
784	0.1344300993
785	0.1343258235
786	0.1343182271
787	0.134285705
788	0.1342131416
789	0.1342100991
790	0.1341076018
791	0.1340537825
792	0.1340250868
793	0.1339507312
794	0.1338680914
795	0.1337747002
796	0.1337342792
797	0.1336628383
798	0.133652477
799	0.1336206628
800	0.1336110973
801	0.1335974361
802	0.1334441331
803	0.1333412884
804	0.1332805045
805	0.1332294467
806	0.1331526578
807	0.1330435961
808	0.1329277645
809	0.1327687319
810	0.1327419257
811	0.1327077857
812	0.1326770608
813	0.132581878
814	0.1325099422
815	0.132402521
816	0.1323212791
817	0.1323035595
818	0.1322278964
819	0.1321925556
820	0.1320802392
821	0.1320436954
822	0.1319893835
823	0.1319533558
824	0.1319154934
825	0.1318569555
826	0.131730228
827	0.1317053208
828	0.1315807044
829	0.1314650778
830	0.1314196744
831	0.1313410714
832	0.1312225306
833	0.1311711055
834	0.1311026251
835	0.1310204992
836	0.1309672006
837	0.1308738503
838	0.1308388887
839	0.1307107205
840	0.1306563568
841	0.1306432847
842	0.1305545915
843	0.1305156541
844	0.1304816329
845	0.1304535043
846	0.1303331602
847	0.130285079
848	0.1302061899
849	0.1300434968
850	0.1300154628
851	0.1299565604
852	0.1298816867
853	0.1298159263
854	0.1298071302
855	0.1296522791
856	0.1296201092
857	0.1295362774
858	0.1294833224
859	0.1293794446
860	0.1293487057
861	0.1292795299
862	0.1292372423
863	0.1292215908
864	0.1291954025
865	0.1291388612
866	0.129089664
867	0.1290543118
868	0.129042978
869	0.1289876639
870	0.1289396734
871	0.1288481443
872	0.1287387812
873	0.128713212
874	0.1286265163
875	0.1285298779
876	0.1285032536
877	0.1284890287
878	0.1284142626
879	0.128343976
880	0.1282843511
881	0.1282703977
882	0.128253324
883	0.1282316015
884	0.128179251
885	0.1281508328
886	0.1280346478
887	0.1280239327
888	0.1279351179
889	0.1279082721
890	0.1278210276
891	0.1277677812
892	0.1277341721
893	0.1277002669
894	0.127652213
895	0.1276175814
896	0.1275250146
897	0.1274183073
898	0.1272893635
899	0.1271170789
900	0.1270856775
901	0.127002297
902	0.1269221609
903	0.1268492532
904	0.1266770269
905	0.126645778
906	0.1265881133
907	0.1265526038
908	0.1265231339
909	0.1264727465
910	0.1263729735
911	0.1262697553
912	0.1262259436
913	0.1261465265
914	0.1260616563
915	0.1260505068
916	0.1260365527
917	0.1259819642
918	0.1259152718
919	0.1258448049
920	0.125780648
921	0.1256997301
922	0.1256327191
923	0.1255970796
924	0.1255133333
925	0.1254603923
926	0.1253988842
927	0.1252359689
928	0.1251805159
929	0.1251494074
930	0.1250832516
931	0.1250069439
932	0.1249384692
933	0.1249160773
934	0.1248612926
935	0.1248051172
936	0.1247669859
937	0.1247154371
938	0.1246541072
939	0.1245913629
940	0.1245124163
941	0.1244810765
942	0.1244005028
943	0.1243866721
944	0.1243407583
945	0.1242547048
946	0.1241703103
947	0.124054852
948	0.1240402433
949	0.1239970736
950	0.1238678008
951	0.1237727164
952	0.1236910717
953	0.1236560942
954	0.1235941391
955	0.1235330671
956	0.1234064816
957	0.1233628792
958	0.1233584646
959	0.1232080941
960	0.1231100674
961	0.122992875
962	0.1229477274
963	0.1228201137
964	0.1227576703
965	0.12268135
966	0.1226112486
967	0.1225240098
968	0.1224757835
969	0.1224519019
970	0.1223789796
971	0.1223223284
972	0.1222439756
973	0.1221612044
974	0.1220486633
975	0.1220291202
976	0.1220200984
977	0.1218806547
978	0.121800761
979	0.1217721938
980	0.1216324894
981	0.1215785546
982	0.121542601
983	0.1214288814
984	0.1213544178
985	0.1212541199
986	0.1212152249
987	0.121190489
988	0.1211349927
989	0.1210777893
990	0.1210434421
991	0.1210173713
992	0.1209014321
993	0.1208668432
994	0.120794169
995	0.120747974
996	0.1206872274
997	0.1206280451
998	0.1205353703
999	0.1204273579
